"Gene ID","Description","Log2 FC MF/PF","-Log10(P-Value)","significance","Log2 FC PF/MF","Ratio H/L normalized Significance B","FC MF/PF","Significant","Annotation","Coordinates"
"Tb927.6.2360","adenosine kinase, putative",-1.235727,0.322139373880179,"Not Significant",1.235727,0.476278115,0.424628467718294,NA,"InterPro:IPR011611 :Carbohydrate/purine kinase;Pfam:PF00294;;query 24-341;description=Carbohydrate/purine kinase","727282:728319 Forward;>Tb927.6.2300 | adenosine kinase, putative | InterPro:IPR011611 :Carbohydrate/purine kinase;Pfam:PF00294;;query 24-341;description=Carbohydrate/purine kinase | 718416:719453 Forward"
"Tb927.9.5890","solanesyl-diphosphate synthase, putative",-1.236033,0.713757447136222,"Not Significant",1.236033,0.193304762,0.424538412281441,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","993572:994651 Forward"
"Tb927.10.14170","Aquaporin 2",-1.238114,0.614354890058411,"Not Significant",1.238114,0.243021731,0.423926482840164,NA,"iprscan;PANTHER:PTHR19139:SF10;;score=5.9E-50;query 60-291;description=null","3442725:3443663 Reverse;>Tb927.10.14160 | aquaporin 3, putative | iprscan;InterPro:IPR012269 :Aquaporin;TIGR_TIGRFAMS:TIGR00861;;score=9.4E-69;query 68-298;description=Aquaporin | 3440953:3441867 Reverse"
"Tb927.2.1760","hypothetical protein, conserved",-1.238298,0.612576413917174,"Not Significant",1.238298,0.244018968,0.42387241909373,NA,"InterPro:IPR013111 :EGF, extracellular;Pfam:PF07974;;query 505-532;description=EGF, extracellular","325391:327799 Forward"
"Tb927.7.4570","inosine-guanine nucleoside hydrolase",-1.238298,0.323233776008557,"Not Significant",1.238298,0.475079427,0.42387241909373,NA,"ProDom:PD007736;;query 9-190;description=null","1214651:1215724 Reverse"
"Tb927.7.3510","hypothetical protein, conserved",-1.238542,0.574922687587811,"Not Significant",1.238542,0.266119876,0.423800736498445,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","907346:908794 Reverse"
"Tb927.9.6720","hypothetical protein, conserved",-1.238665,0.612905829469522,"Not Significant",1.238665,0.243833948,0.423764606015526,NA,"Superfamily:SSF53335;;query 101-198;description=null","1105239:1106255 Forward"
"Tb927.9.10690","hypothetical protein, conserved",-1.23897,0.530271296694461,"Not Significant",1.23897,0.294936623,0.423675027455982,NA,"iprscan;InterPro:IPR018553 :Protein of unknown function DUF2009;Pfam:PF09418;;score=0.0;query 27-484;description=Protein of unknown function DUF2009","1692977:1694443 Reverse"
"Tb927.6.3530","hypothetical protein, conserved",-1.23952,0.615464600300052,"Not Significant",1.23952,0.242401554,0.423513540206992,NA,"Mitochondrial substrate carrier;Superfamily:SSF103506;;query 25-264;description=Mitochondrial substrate carrier","1050572:1051414 Reverse"
"Tb927.11.7450","zinc finger protein family member, putative",-1.242999,0.647543514990902,"Not Significant",1.242999,0.225141982,0.422493485056323,NA,"InterPro:IPR000571 :Zinc finger, CCCH-type;Pfam:PF00642;;query 549-575;description=Zinc finger, CCCH-type","2093839:2095638 Could not determine strand"
"Tb927.1.880","hypothetical protein, conserved",-1.246712,0.53567580060257,"Not Significant",1.246712,0.291289077,0.421407530418617,NA,"InterPro:IPR003593 :AAA ATPase, core;SMART:SM00382;;query 346-587;description=AAA ATPase, core","264384:278162 Reverse"
"Tb927.4.2630","ATP-dependent DEAD/H RNA helicase, putative",-1.246773,0.723780496323486,"Not Significant",1.246773,0.188894583,0.421389712851365,NA,"InterPro:IPR014001 :DEAD-like helicase, N-terminal;SMART:SM00487;;query 45-244;description=DEAD-like helicase, N-terminal","694735:697266 Forward"
"Tb927.11.1980","zinc finger protein family member, putative",-1.247806,0.327292582189938,"Not Significant",1.247806,0.470660138,0.421088096946522,NA,"InterPro:IPR000571 :Zinc finger, CCCH-type;SMART:SM00356;;query 129-155;description=Zinc finger, CCCH-type","574332:575885 Could not determine strand"
"Tb927.3.3740","hypothetical protein, conserved",-1.248717,0.652337190856924,"Not Significant",1.248717,0.222670564,0.420822281820028,NA,"InterPro:IPR007087 :Zinc finger, C2H2-type;Prosite:PS50157;;query 192-214;description=Zinc finger, C2H2-type","1044183:1046048 Forward"
"Tb927.10.3950","hypothetical protein, conserved",-1.249385,0.685445475102645,"Not Significant",1.249385,0.206326269,0.42062747681523,NA,"term=annotation;date=20110221;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","1045318:1046361 Reverse"
"Tb927.10.6320","hypothetical protein, conserved",-1.252113,0.539459146720408,"Not Significant",1.252113,0.28876254,0.419832861510258,NA,"iprscan;InterPro:IPR005612 :CBF;Pfam:PF03914;;score=9.4E-8;query 313-534;description=CCAAT-binding factor","1598302:1600143 Reverse"
"Tb11.NT.95","missing_product_qualifer",-1.252416,0.655445737175499,"Not Significant",1.252416,0.221082447,0.419744695961833,NA,"not essential in procyclics, FMS-3","2121035:2121515 Reverse"
"Tb927.9.4200","fatty acyl CoA synthetase 2",-1.252779,0.729412440490116,"Not Significant",1.252779,0.186460807,0.419639096266008,NA,"PANTHER:PTHR11968;;query 40-707;description=null","794396:796522 Forward"
"Tb927.10.14330","hypothetical protein, conserved",-1.253505,0.586374379106057,"Not Significant",1.253505,0.259194404,0.419427976568235,NA,"iprscan;InterPro:IPR006709 :Small-subunit processome, Utp14;PANTHER:PTHR14150;;score=7.7E-38;query 408-1017;description=Small-subunit processome, Utp14","3484116:3487238 Reverse"
"Tb927.11.1600","tatD related deoxyribonuclease, putative",-1.254413,0.627114143816959,"Not Significant",1.254413,0.235985792,0.4191640810319,NA,"InterPro:IPR001130 :Deoxyribonuclease, TatD-related;Pfam:PF01026;;query 37-383;description=Deoxyribonuclease, TatD-related","497235:498389 Reverse"
"Tb927.7.3280","translation initiation factor IF-2, putative",-1.255078,0.541540665318274,"Not Significant",1.255078,0.287381849,0.418970914857969,NA,"InterPro:IPR009000 :Translation elongation and initiation factors/Ribosomal, beta-barrel;Superfamily:SSF50447;;query 618-676;description=Translation elongation and initiation factors/Ribosomal, beta-barrel","844383:846548 Reverse"
"Tb927.5.3120","eukaryotic translation initiation factor 2 beta subunit, putative",-1.255259,0.720176190840919,"Not Significant",1.255259,0.190468784,0.418918354215142,NA,"InterPro:IPR016189 :Translation initiation factor IF2/IF5, N-terminal;Superfamily:SSF100966;;query 151-258;description=Translation initiation factor IF2/IF5, N-terminal","1027433:1028374 Reverse"
"Tb927.10.9820","mitochondrial intermediate peptidase, putative",-1.260508,0.724831746599975,"Not Significant",1.260508,0.188437899,0.417396960531724,NA,"curated by J. Mottram","2429634:2431661 Forward"
"Tb927.8.2770","insulin receptor",-1.260688,0.736858333337001,"Not Significant",1.260688,0.183291222,0.417344886625584,NA,"InterPro:IPR015925 :Ryanodine receptor-related;PANTHER:PTHR13715;;query 2724-2982;description=Ryanodine receptor-related","817353:826652 Forward"
"Tb927.10.5520","hypothetical protein, conserved",-1.261049,0.73719905496244,"Not Significant",1.261049,0.183147479,0.417240469093361,NA,"iprscan;InterPro:IPR002737 :Protein of unknown function DUF52;PANTHER:PTHR11060;;score=4.5E-86;query 1-315;description=UPF0103/Mediator of ErbB2-driven cell motility (Memo), related","1385748:1386719 Forward"
"Tb927.1.1580","cytochrome c oxidase assembly factor, putative",-1.261711,0.546209674792467,"Not Significant",1.261711,0.284308815,0.417049056618556,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","403775:404680 Forward"
"Tb927.4.4990","ubiquinol-cytochrome c reductase, putative",-1.263695,0.547609336586958,"Not Significant",1.263695,0.283394008,0.416475923263068,NA,"Superfamily:SSF81531;;query 1-71;description=null","1367305:1367520 Reverse;>Tb927.8.7430 | ubiquinol-cytochrome c reductase, putative | Superfamily:SSF81531;;query 1-71;description=null | 2140640:2140855 Forward"
"Tb927.10.4430","pumillo RNA binding protein PUF1",-1.265497,0.741401491879653,"Not Significant",1.265497,0.181383805,0.415956048246129,NA,"100% identical to:GB:AAK62674.1: PUF1 {Trypanosoma brucei;} PMID:11897132","1141343:1143061 Reverse;REV__>Tb927.6.210 | leucine-rich repeat protein (LRRP, pseudogene), putative | Superfamily:SSF52058;;query 74-465;description=null | 96775:98280 Reverse"
"Tb9.NT.72","missing_product_qualifer",-1.265857,0.666795931994174,"Not Significant",1.265857,0.215379353,0.415852266440811,NA,"not essential in procyclics, FMS-10","2088388:2089040 Reverse"
"Tb927.10.2770","eukaryotic translation initiation factor 5, putative",-1.266817,0.335458891179424,"Not Significant",1.266817,0.461892711,0.415575641534098,NA,"iprscan;InterPro:IPR016189 :Translation initiation factor IF2/IF5, N-terminal;Superfamily:SSF100966;;score=5.1E-24;query 1-103;description=Translation initiation factor IF2/IF5, N-terminal","708691:709839 Forward"
"Tb927.7.540","chaperone protein DNAj, putative",-1.267955,0.597522093601715,"Not Significant",1.267955,0.252625919,0.415247964101448,NA,"InterPro:IPR001623 :Heat shock protein DnaJ, N-terminal;Superfamily:SSF46565;;query 316-436;description=Heat shock protein DnaJ, N-terminal","108943:110316 Reverse"
"Tb927.11.6160","eukaryotic release factor 3, putative",-1.268734,0.336286213654867,"Not Significant",1.268734,0.461013652,0.415023806647735,NA,"InterPro:IPR009001 :Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal;Superfamily:SSF50465;;query 580-686;description=Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal","1734600:1736696 Reverse"
"Tb927.9.10440","DNA polymerase epsilon catalytic subunit, putative",-1.269931,0.670252490603759,"Not Significant",1.269931,0.213671948,0.414679605378904,NA,"InterPro:IPR006134 :DNA polymerase, B region;Pfam:PF00136;;query 469-1210;description=DNA-directed DNA polymerase, family B, conserved region","1631439:1638179 Reverse"
"Tb927.4.2070","antigenic protein, putative",-1.270469,0.337035734909182,"Not Significant",1.270469,0.460218704,0.414524994717247,NA,"InterPro:IPR009080 :Aminoacyl-tRNA synthetase, class 1a, anticodon-binding;Superfamily:SSF47323;;query 919-1012;description=Aminoacyl-tRNA synthetase, class 1a, anticodon-binding","517255:530622 Reverse"
"Tb927.10.3110","DNA primase large subunit, putative",-1.271127,0.642344456048707,"Not Significant",1.271127,0.227853416,0.414335976770166,NA,"iprscan;InterPro:IPR016558 :DNA primase, large subunit, eukaryotic;PIRSF:PIRSF009449;;score=2.2E-244;query 1-559;description=DNA primase, large subunit, eukaryotic","813169:814902 Forward"
"Tb927.7.4950","NAD(p)-dependent steroid dehydrogenase-like protein",-1.271904,0.553415119072234,"Not Significant",1.271904,0.27963072,0.414112885703677,NA,"InterPro:IPR016040 :NAD(P)-binding;Superfamily:SSF51735;;query 26-371;description=NAD(P)-binding","1305128:1306342 Reverse"
"Tb927.9.2760","hypothetical protein, conserved",-1.272501,0.553838700641955,"Not Significant",1.272501,0.27935812,0.413941557570714,NA,"possible EB1 microtubule plus-end capping protein (curated by B. Wickstead, Univ. of Oxford)","602935:604545 Reverse"
"Tb927.1.1620","ATP-dependent DEAD/H RNA helicase, putative",-1.273874,0.707463086333224,"Not Significant",1.273874,0.196126787,0.413547800480458,NA,"InterPro:IPR014001 :DEAD-like helicase, N-terminal;SMART:SM00487;;query 25-324;description=DEAD-like helicase, N-terminal","412960:415179 Forward"
"Tb927.10.8410","hypothetical protein, conserved",-1.274292,0.555108798982139,"Not Significant",1.274292,0.278542328,0.413427998349136,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","2082082:2082798 Forward"
"Tb927.10.5670","N-acetyltransferase subunit Nat1, putative",-1.275186,0.737921450233711,"Not Significant",1.275186,0.182843089,0.413171887302387,NA,"iprscan;InterPro:IPR013026 :Tetratricopeptide region;Prosite:PS50293;;score=14.852;query 24-144;description=Tetratricopeptide region","1413412:1415547 Forward"
"Tb927.9.9420","hypothetical protein, conserved",-1.27733,0.645623935370757,"Not Significant",1.27733,0.226139311,0.412558325461469,NA,"Signal peptide","1506093:1507031 Reverse"
"Tb927.3.3970","hypothetical Zinc-finger containing protein",-1.277449,0.604894032792887,"Not Significant",1.277449,0.248373906,0.412524297191717,NA,"InterPro:IPR014898 :Zinc finger, C2H2, LYAR-type;Pfam:PF08790;;query 30-57;description=Zinc finger, C2H2, LYAR-type","1114192:1115085 Forward"
"Tb927.11.7780","hypothetical protein, conserved",-1.277747,0.340185013741423,"Not Significant",1.277747,0.456893507,0.412439095855577,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","2204015:2205274 Reverse"
"Tb927.5.490","methyltransferase, putative",-1.27959,0.678478829876999,"Not Significant",1.27959,0.209662698,0.411912553571788,NA,"InterPro:IPR000241 :Putative RNA methylase;Pfam:PF01170;;query 357-500;description=Putative RNA methylase","208738:211515 Reverse"
"Tb927.6.3250","hypothetical protein, conserved",-1.280065,0.647829433837239,"Not Significant",1.280065,0.224993808,0.41177695578351,NA,"InterPro:IPR015880 :Zinc finger, C2H2-like;SMART:SM00355;;query 81-105;description=Zinc finger, C2H2-like","961657:962628 Forward"
"Tb927.9.14200","hypothetical protein, conserved",-1.280362,0.55942434173124,"Not Significant",1.280362,0.275788186,0.411692194163854,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","2223485:2224645 Reverse"
"Tb927.5.1460","hypothetical protein, conserved",-1.281906,0.743948521923476,"Not Significant",1.281906,0.180323147,0.41125182893961,NA,"Superfamily:SSF102405;;query 172-319;description=null","521597:522577 Reverse"
"Tb927.6.2270","hypothetical protein, conserved",-1.285994,0.760904749870349,"Not Significant",1.285994,0.17341843,0.410088161103533,NA,"Superfamily:SSF53335;;query 18-230;description=null","713018:713770 Forward;>Tb927.6.2330 | RGG protein | Superfamily:SSF53335;;query 18-230;description=null | 721884:722636 Forward"
"Tb927.2.5970","hypothetical protein, conserved",-1.288359,0.654536074961171,"Not Significant",1.288359,0.221546006,0.409416457128277,NA,"tmhmm;;query 1-420;| 1082354:1083616 Forward",NA
"Tb927.6.1760","KU80 protein",-1.28889,0.658700555085662,"Not Significant",1.28889,0.219431739,0.409265794563279,NA,"Similar to (99.2%) GP:16116698: KU80 protein {Trypanosoma brucei} (PMID:11919193)","587944:589851 Reverse"
"Tb927.7.6850","trans-sialidase",-1.29337,0.754280575805745,"Not Significant",1.29337,0.176083809,0.407996872960104,NA,"98.6% identity to GB:AAG32055.1: putative trans-sialidase B38p {Trypanosoma brucei}(PMID:12071958)","1916651:1918966 Reverse"
"Tb927.5.4450","hypothetical protein, conserved",-1.294018,0.725800534382534,"Not Significant",1.294018,0.188018016,0.407813658489787,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","1372470:1372979 Reverse"
"Tb927.3.2750","hypothetical protein, conserved",-1.294018,0.617849953934302,"Not Significant",1.294018,0.241073818,0.407813658489787,NA,"term=annotation;date=20110223;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","703304:705919 Reverse"
"Tb927.4.1670","hypothetical protein, conserved",-1.295841,0.770353447782041,"Not Significant",1.295841,0.169686211,0.407298667611379,NA,"InterPro:IPR001199 :Cytochrome b5;Superfamily:SSF55856;;query 46-152;description=Cytochrome b5","428389:428850 Reverse"
"Tb927.9.7150","RNA pseudouridylate synthase protein, putative",-1.299889,0.668916638886545,"Not Significant",1.299889,0.214330196,0.406157446460657,NA,"PANTHER:PTHR10436;;query 999-1214;description=null","1156453:1160292 Forward"
"Tb11.NT.90","RRM",-1.300182,0.622699776995619,"Not Significant",1.300182,0.238396691,0.406074967457917,NA,"not essential in procyclics, MS-13","2010206:2011012 Reverse;>Tb927.11.7190 | hypothetical protein | *blastp_file: psu/Kineto_aa:blastp/ORFS_200.seq.00643.out | 2010264:2010923 Reverse"
"Tb927.10.5880","Proteophosphoglycan, putative",-1.300709,0.760927672476089,"Not Significant",1.300709,0.173409277,0.405926660005272,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","1472277:1474157 Reverse"
"Tb927.7.7330","hypothetical protein, conserved",-1.300768,0.664626388702874,"Not Significant",1.300768,0.216457985,0.405910059696441,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","2115601:2116839 Reverse"
"Tb927.2.4240","GTP binding protein, putative",-1.300768,0.760980790053199,"Not Significant",1.300768,0.173388069,0.405910059696441,NA,"InterPro:IPR013029 :Protein of unknown function DUF933;Pfam:PF06071;;query 283-364;description=Protein of unknown function DUF933","755907:757010 Reverse"
